"name","college","rank","draft_year","draft_rd","draft_pk","recruit_year","nba_mean_vorp","top","highSchool","coll","draft","rookie","allstar","bad","good","great","highest"
"Delonte West","Saint Joseph's University",,2004,,,,1.3,0,1,1,1,1,,,1,,"good"
"Shane Edwards","University of Arkansas at Little Rock",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Mario West","Georgia Institute of Technology",,2007,,,,,0,1,1,1,1,,,,,"other"
"Luis Flores","Rutgers University, Manhattan College",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Paul George","California State University, Fresno",,2010,,,,3.98,0,1,1,1,1,,,,1,"great"
"Hassan Whiteside","Marshall University",,2010,,,,1.65,0,1,1,1,1,,,1,,"good"
"Taurean Green","University of Florida",,2007,,,,,0,1,1,1,0,,,,,"rookie"
"Shayne Whittington","Western Michigan University",,2014,,,,,0,1,1,1,1,,,,,"other"
"Junior Harrington","Wingate University",,2002,,,,-1.3,0,1,1,1,1,,1,,,"bad"
"C.J. Wilcox","University of Washington",,2014,,,,,0,1,1,1,1,,,,,"other"
"Darington Hobson","University of New Mexico",,2010,,,,,0,1,1,1,0,,,,,"rookie"
"Mike Wilks","Rice University",,2002,,,,,0,1,1,1,1,,,,,"other"
"Joe Alexander","West Virginia University",,2008,,,,,0,1,1,1,1,,,,,"other"
"J.R. Bremer","St. Bonaventure University",,2002,,,,0,0,1,1,1,1,,,1,,"good"
"Mardy Collins","Temple University",,2006,,,,,0,1,1,1,1,,,,,"other"
"Jordan Williams","University of Maryland",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Zabian Dowdell","Virginia Polytechnic Institute and State University",,2010,,,,,0,1,1,1,0,,,,,"rookie"
"Justin Williams","University of Wyoming",,2006,,,,,0,1,1,1,1,,,,,"other"
"Matt Freije","Vanderbilt University",,2004,,,,,0,1,1,1,1,,,,,"other"
"Justin Hamilton","Iowa State University, Louisiana State University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Reggie Williams","Virginia Military Institute",,2009,,,,,0,1,1,1,1,,,,,"other"
"Lester Hudson","University of Tennessee at Martin",,2009,,,,,0,1,1,1,1,,,,,"other"
"Sean Williams","Boston College",,2007,,,,,0,1,1,1,1,,,,,"other"
"Marcus Banks","University of Nevada, Las Vegas",,2003,,,,,0,1,1,1,1,,,,,"other"
"Erik Daniels","University of Kentucky",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Qyntel Woods","Northeast Mississippi Community College",,2002,,,,,0,1,1,1,1,,,,,"other"
"Nate Wolters","South Dakota State University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Luther Head","University of Illinois at Urbana-Champaign",,2005,,,,1.65,0,1,1,1,1,,,1,,"good"
"Kenneth Faried","Morehead State University",,2011,,,,1.7,0,1,1,1,1,,,1,,"good"
"Geno Carlisle","Northwestern University, University of California",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Reggie Jackson","Boston College",,2011,,,,1.7,0,1,1,1,1,,,1,,"good"
